Category	Country	Customer ID	Order Date	Order ID	Payment Method	Product ID	Return Status	Review Rating	Shipping Method	Discount	Price	Profit	Quantity	Returned Quantity	Shipping Cost	
Sports	Canada	2697	8/9/2023 0:00	ORDER05678	PayPal	616	Yes	4	Next Day	27.00%	$973.80 	$886 	5	3	$17.50 	
Sports	Canada	3320	11/17/2023 0:00	ORDER07800	PayPal	133	Yes	4	Next Day	25.00%	$554.30 	$454 	7	3	$4.00 	
Sports	Canada	7579	5/9/2023 0:00	ORDER01871	PayPal	179	Yes	4	Next Day	17.00%	$707.60 	$830 	8	5	$11.40 	
Sports	Canada	5093	10/27/2023 0:00	ORDER02048	PayPal	870	Yes	5	Next Day	21.00%	$672.70 	$371 	5	1	$42.60 	
Sports	Canada	5364	5/16/2023 0:00	ORDER09298	PayPal	42	Yes	5	Next Day	20.00%	$201.10 	$466 	10	2	$2.10 	
Sports	France	8065	1/17/2023 0:00	ORDER04344	PayPal	820	Yes	1	Next Day	32.00%	$326.90 	$134 	4	0	$37.20 	
Sports	France	5290	6/13/2023 0:00	ORDER04187	PayPal	420	Yes	1	Next Day	19.00%	$278.30 	$90 	3	3	$22.40 	
Sports	France	7913	11/21/2023 0:00	ORDER09974	PayPal	300	Yes	1	Next Day	6.00%	$743.10 	$992 	8	4	$29.00 	
Sports	France	5723	2/12/2023 0:00	ORDER03270	PayPal	135	Yes	1	Next Day	28.00%	$68.40 	$60 	6	5	$18.80 	
Sports	France	7822	8/12/2023 0:00	ORDER02019	PayPal	416	Yes	2	Next Day	5.00%	$20.30 	$16 	3	0	$13.10 	
Sports	France	8011	1/13/2023 0:00	ORDER01495	PayPal	584	Yes	2	Next Day	25.00%	$349.50 	$483 	9	1	$5.50 	
Sports	France	9388	1/22/2023 0:00	ORDER09219	PayPal	501	Yes	2	Next Day	36.00%	$472.20 	$173 	2	4	$35.40 	
Sports	France	6872	3/19/2023 0:00	ORDER02783	PayPal	188	Yes	3	Next Day	17.00%	$922.70 	"$1,846 "	10	0	$42.40 	
Sports	France	7154	2/26/2023 0:00	ORDER06561	PayPal	553	Yes	3	Next Day	39.00%	$789.30 	$357 	7	1	$9.70 	
Sports	France	4844	9/22/2023 0:00	ORDER09564	PayPal	994	Yes	3	Next Day	14.00%	$81.10 	$18 	1	3	$12.10 	
Sports	France	1173	5/21/2023 0:00	ORDER03501	PayPal	401	Yes	3	Next Day	37.00%	$306.70 	$536 	10	3	$5.20 	
Sports	France	6354	11/18/2023 0:00	ORDER07885	PayPal	874	Yes	3	Next Day	17.00%	$474.10 	$408 	5	5	$37.10 	
Sports	France	5004	6/17/2023 0:00	ORDER08939	PayPal	572	Yes	4	Next Day	27.00%	$60.90 	$61 	7	1	$7.00 	
Sports	France	5345	4/10/2023 0:00	ORDER06589	PayPal	230	Yes	4	Next Day	9.00%	$759.60 	"$1,001 "	8	1	$18.40 	
Sports	France	7314	7/19/2023 0:00	ORDER01853	PayPal	371	Yes	4	Next Day	22.00%	$451.70 	$194 	2	4	$8.70 	
Sports	France	9327	7/16/2023 0:00	ORDER05052	PayPal	670	Yes	5	Next Day	16.00%	$201.40 	$277 	6	0	$20.80 	
Sports	France	8959	11/26/2023 0:00	ORDER01183	PayPal	977	Yes	5	Next Day	21.00%	$680.30 	$525 	7	2	$29.20 	
Sports	Germany	2234	12/5/2023 0:00	ORDER04924	PayPal	954	Yes	1	Next Day	10.00%	$767.40 	$170 	1	2	$34.10 	
Sports	Germany	4063	3/9/2023 0:00	ORDER02469	PayPal	941	Yes	1	Next Day	7.00%	$383.00 	$250 	4	2	$35.20 	
Sports	Germany	5785	8/3/2023 0:00	ORDER03130	PayPal	958	Yes	1	Next Day	18.00%	$601.40 	$388 	3	3	$41.10 	
Sports	Germany	9265	1/27/2023 0:00	ORDER09733	PayPal	686	Yes	2	Next Day	15.00%	$656.20 	$594 	6	1	$10.80 	
Sports	Germany	5406	12/8/2023 0:00	ORDER01302	PayPal	688	Yes	2	Next Day	32.00%	$749.90 	"$1,048 "	9	4	$22.60 	
Sports	Germany	5450	11/9/2023 0:00	ORDER03726	PayPal	128	Yes	3	Next Day	31.00%	$949.00 	$829 	6	2	$9.20 	
Sports	Germany	6761	3/20/2023 0:00	ORDER07378	PayPal	54	Yes	3	Next Day	15.00%	$219.40 	$467 	9	3	$29.30 	
Sports	Germany	6918	5/17/2023 0:00	ORDER09849	PayPal	137	Yes	4	Next Day	14.00%	$48.00 	$24 	3	0	$5.70 	
Sports	Germany	9453	4/21/2023 0:00	ORDER08397	PayPal	984	Yes	4	Next Day	21.00%	$345.60 	$678 	10	2	$49.20 	
Sports	Germany	4830	6/18/2023 0:00	ORDER07398	PayPal	283	Yes	5	Next Day	18.00%	$627.20 	$303 	4	0	$37.30 	
Sports	Germany	8739	2/7/2023 0:00	ORDER04876	PayPal	70	Yes	5	Next Day	5.00%	$216.50 	$245 	5	0	$2.60 	
Sports	Germany	1982	11/9/2023 0:00	ORDER03675	PayPal	382	Yes	5	Next Day	11.00%	$222.10 	$45 	2	2	$46.50 	
Sports	Germany	5766	7/14/2023 0:00	ORDER07131	PayPal	205	Yes	5	Next Day	24.00%	$512.40 	$735 	10	2	$20.40 	
Sports	Germany	8392	10/17/2023 0:00	ORDER02473	PayPal	940	Yes	5	Next Day	33.00%	$834.10 	$426 	3	3	$3.10 	
Sports	Germany	7927	5/23/2023 0:00	ORDER07742	PayPal	710	Yes	5	Next Day	14.00%	$528.00 	"$1,077 "	10	4	$13.10 	
Sports	UK	4149	9/12/2023 0:00	ORDER02105	PayPal	175	Yes	1	Next Day	19.00%	$713.20 	$244 	4	4	$2.90 	
Sports	UK	4466	5/8/2023 0:00	ORDER03198	PayPal	523	Yes	1	Next Day	22.00%	$558.40 	"$1,142 "	9	5	$22.80 	
Sports	UK	3792	9/15/2023 0:00	ORDER05439	PayPal	226	Yes	2	Next Day	10.00%	$751.30 	"$1,049 "	6	3	$21.10 	
Sports	UK	2812	11/19/2023 0:00	ORDER04896	PayPal	947	Yes	3	Next Day	34.00%	$933.90 	$834 	5	0	$28.90 	
Sports	UK	4626	1/16/2023 0:00	ORDER06475	PayPal	246	Yes	3	Next Day	32.00%	$263.70 	$142 	7	0	$18.80 	
Sports	UK	2900	2/11/2023 0:00	ORDER06935	PayPal	816	Yes	3	Next Day	18.00%	$513.70 	$160 	2	5	$49.60 	
Sports	UK	8169	3/7/2023 0:00	ORDER01288	PayPal	133	Yes	4	Next Day	21.00%	$215.40 	$107 	3	0	$47.80 	
Sports	UK	5622	4/23/2023 0:00	ORDER04677	PayPal	104	Yes	4	Next Day	36.00%	$366.00 	$360 	7	4	$48.00 	
Sports	UK	8425	11/15/2023 0:00	ORDER03780	PayPal	243	Yes	5	Next Day	20.00%	$766.40 	$712 	5	0	$20.90 	
Sports	UK	5160	6/14/2023 0:00	ORDER09007	PayPal	412	Yes	5	Next Day	18.00%	$910.20 	$606 	7	1	$14.70 	
Sports	UK	6976	7/18/2023 0:00	ORDER01317	PayPal	112	Yes	5	Next Day	9.00%	$113.40 	$115 	6	5	$32.80 	
Sports	UK	2222	12/24/2023 0:00	ORDER06749	PayPal	118	Yes	5	Next Day	13.00%	$150.70 	$100 	6	5	$23.40 	
Sports	USA	1330	4/27/2023 0:00	ORDER01926	PayPal	738	Yes	1	Next Day	33.00%	$834.60 	$425 	3	0	$18.60 	
Sports	USA	4964	8/23/2023 0:00	ORDER04633	PayPal	246	Yes	2	Next Day	32.00%	$224.80 	$186 	7	5	$12.90 	
Sports	USA	8177	1/24/2023 0:00	ORDER03532	PayPal	122	Yes	4	Next Day	40.00%	$12.50 	$13 	6	2	$28.20 	
Sports	USA	2265	5/20/2023 0:00	ORDER06185	PayPal	326	Yes	4	Next Day	30.00%	$414.60 	$203 	5	3	$36.70 	
Sports	USA	4821	1/8/2023 0:00	ORDER06335	PayPal	225	Yes	5	Next Day	17.00%	$412.40 	$315 	9	5	$20.30 	
Books	Canada	9372	2/24/2023 0:00	ORDER03856	Bank Transfer	810	Yes	1	Standard	6.00%	$996.70 	$786 	7	3	$41.90 	
Books	Canada	9061	7/22/2023 0:00	ORDER01669	Bank Transfer	637	Yes	1	Standard	26.00%	$963.60 	"$1,489 "	9	3	$36.00 	
Books	Canada	4334	12/25/2023 0:00	ORDER02939	Bank Transfer	610	Yes	1	Standard	19.00%	$245.10 	$131 	3	4	$29.00 	
Books	Canada	1776	6/12/2023 0:00	ORDER06428	Bank Transfer	27	Yes	2	Standard	7.00%	$902.00 	$426 	3	0	$39.70 	
Books	Canada	7549	11/20/2023 0:00	ORDER06665	Bank Transfer	64	Yes	2	Standard	35.00%	$83.00 	$22 	3	3	$16.30 	
Books	Canada	4687	8/1/2023 0:00	ORDER03421	Bank Transfer	216	Yes	2	Standard	13.00%	$710.70 	$268 	3	5	$16.80 	
Books	Canada	3456	11/14/2023 0:00	ORDER07147	Bank Transfer	484	Yes	3	Standard	9.00%	$552.70 	$249 	2	0	$23.40 	
Books	Canada	6283	11/26/2023 0:00	ORDER09275	Bank Transfer	603	Yes	3	Standard	9.00%	$942.70 	$810 	8	0	$22.00 	
Books	Canada	8714	8/2/2023 0:00	ORDER01074	Bank Transfer	497	Yes	3	Standard	22.00%	$876.80 	$111 	1	1	$12.00 	
Books	Canada	9430	7/2/2023 0:00	ORDER06145	Bank Transfer	206	Yes	3	Standard	7.00%	$956.70 	$406 	4	2	$35.60 	
Books	Canada	7990	8/6/2023 0:00	ORDER03620	Bank Transfer	324	Yes	3	Standard	24.00%	$250.80 	$277 	7	2	$29.40 	
Books	Canada	8306	11/25/2023 0:00	ORDER03295	Bank Transfer	406	Yes	3	Standard	17.00%	$798.30 	"$1,769 "	9	3	$31.70 	
Books	Canada	6170	9/10/2023 0:00	ORDER05280	Bank Transfer	20	Yes	3	Standard	9.00%	$260.70 	$92 	3	5	$42.10 	
Books	Canada	3736	9/6/2023 0:00	ORDER01034	Bank Transfer	670	Yes	3	Standard	38.00%	$741.50 	$366 	5	5	$4.90 	
Books	Canada	4973	12/12/2023 0:00	ORDER08059	Bank Transfer	70	Yes	4	Standard	11.00%	$426.60 	$423 	5	0	$21.90 	
Books	Canada	6512	3/6/2023 0:00	ORDER01540	Bank Transfer	427	Yes	4	Standard	9.00%	$511.70 	$855 	10	2	$7.70 	
Books	Canada	9233	3/22/2023 0:00	ORDER08499	Bank Transfer	265	Yes	4	Standard	8.00%	$24.80 	$11 	3	3	$19.30 	
Books	Canada	4088	9/8/2023 0:00	ORDER03868	Bank Transfer	129	Yes	5	Standard	39.00%	$225.10 	$48 	2	0	$46.80 	
Books	Canada	4650	6/10/2023 0:00	ORDER08088	Bank Transfer	576	Yes	5	Standard	9.00%	$230.60 	$341 	8	5	$22.40 	
Books	France	5492	6/5/2023 0:00	ORDER08683	Bank Transfer	679	Yes	1	Standard	8.00%	$439.30 	$115 	2	0	$30.40 	
Books	France	8377	5/3/2023 0:00	ORDER06046	Bank Transfer	11	Yes	1	Standard	24.00%	$510.10 	$340 	6	1	$18.20 	
Books	France	9923	8/20/2023 0:00	ORDER02887	Bank Transfer	207	Yes	2	Standard	27.00%	$566.60 	$310 	4	0	$47.20 	
Books	France	8520	5/17/2023 0:00	ORDER06668	Bank Transfer	506	Yes	2	Standard	20.00%	$602.30 	$324 	6	1	$46.20 	
Books	France	9768	12/7/2023 0:00	ORDER04983	Bank Transfer	258	Yes	2	Standard	29.00%	$882.70 	$739 	6	5	$47.70 	
Books	France	1485	5/2/2023 0:00	ORDER02623	Bank Transfer	283	Yes	2	Standard	30.00%	$128.00 	$101 	7	5	$35.80 	
Books	France	3221	11/7/2023 0:00	ORDER09401	Bank Transfer	724	Yes	3	Standard	15.00%	$208.00 	$219 	5	1	$26.30 	
Books	France	9948	10/26/2023 0:00	ORDER06970	Bank Transfer	858	Yes	3	Standard	34.00%	$639.40 	$366 	4	3	$27.30 	
Books	France	4128	7/19/2023 0:00	ORDER03382	Bank Transfer	395	Yes	3	Standard	37.00%	$603.10 	$163 	4	5	$30.70 	
Books	France	2147	3/12/2023 0:00	ORDER04582	Bank Transfer	199	Yes	4	Standard	35.00%	$131.70 	$18 	1	0	$13.80 	
Books	France	7037	6/24/2023 0:00	ORDER03265	Bank Transfer	191	Yes	4	Standard	38.00%	$602.40 	$151 	2	4	$16.10 	
Books	France	4794	10/6/2023 0:00	ORDER01347	Bank Transfer	378	Yes	5	Standard	29.00%	$756.80 	$549 	9	4	$7.60 	
Books	France	6341	7/8/2023 0:00	ORDER03226	Bank Transfer	361	Yes	5	Standard	27.00%	$448.30 	$979 	10	4	$2.00 	
Books	Germany	3375	6/24/2023 0:00	ORDER08982	Bank Transfer	929	Yes	1	Standard	24.00%	$767.20 	$226 	2	1	$39.60 	
Books	Germany	1111	12/16/2023 0:00	ORDER02971	Bank Transfer	762	Yes	1	Standard	10.00%	$138.40 	$314 	10	3	$41.00 	
Books	Germany	1428	8/24/2023 0:00	ORDER07234	Bank Transfer	163	Yes	1	Standard	35.00%	$921.80 	$631 	10	3	$38.00 	
Books	Germany	9017	4/9/2023 0:00	ORDER03912	Bank Transfer	485	Yes	1	Standard	36.00%	$402.30 	$592 	10	4	$40.80 	
Books	Germany	8830	1/17/2023 0:00	ORDER01068	Bank Transfer	486	Yes	2	Standard	36.00%	$622.20 	$189 	3	4	$32.10 	
Books	Germany	9278	4/18/2023 0:00	ORDER07559	Bank Transfer	667	Yes	2	Standard	10.00%	$358.90 	$62 	1	5	$25.70 	
Books	Germany	4705	7/9/2023 0:00	ORDER08892	Bank Transfer	22	Yes	3	Standard	37.00%	$952.80 	$563 	9	2	$43.90 	
Books	Germany	5886	9/11/2023 0:00	ORDER04911	Bank Transfer	644	Yes	3	Standard	12.00%	$114.80 	$14 	1	3	$49.80 	
Books	Germany	3376	2/27/2023 0:00	ORDER07733	Bank Transfer	759	Yes	3	Standard	25.00%	$951.10 	"$1,607 "	10	4	$10.30 	
Books	Germany	3936	9/1/2023 0:00	ORDER02446	Bank Transfer	678	Yes	4	Standard	16.00%	$587.60 	$94 	1	0	$35.90 	
Books	Germany	8467	5/8/2023 0:00	ORDER08177	Bank Transfer	749	Yes	4	Standard	27.00%	$267.40 	$284 	7	3	$35.30 	
Books	Germany	3948	3/20/2023 0:00	ORDER07492	Bank Transfer	77	Yes	5	Standard	36.00%	$928.90 	"$1,224 "	9	3	$16.30 	
Books	Germany	1931	5/27/2023 0:00	ORDER04477	Bank Transfer	252	Yes	5	Standard	34.00%	$594.10 	$677 	9	4	$10.70 	
Books	UK	8414	8/5/2023 0:00	ORDER05409	Bank Transfer	905	Yes	1	Standard	16.00%	$315.70 	$107 	4	0	$26.50 	
Books	UK	3811	7/25/2023 0:00	ORDER05263	Bank Transfer	175	Yes	1	Standard	39.00%	$672.90 	$587 	6	2	$2.70 	
Books	UK	2768	12/7/2023 0:00	ORDER06027	Bank Transfer	773	Yes	2	Standard	16.00%	$153.20 	$195 	7	0	$7.80 	
Books	UK	1820	10/4/2023 0:00	ORDER05725	Bank Transfer	65	Yes	2	Standard	39.00%	$24.00 	$3 	1	2	$48.40 	
Books	UK	7720	9/6/2023 0:00	ORDER08639	Bank Transfer	518	Yes	2	Standard	31.00%	$65.10 	$104 	8	2	$49.50 	
Books	UK	2415	4/13/2023 0:00	ORDER07023	Bank Transfer	322	Yes	2	Standard	15.00%	$439.90 	$270 	3	3	$4.40 	
Books	UK	1592	9/17/2023 0:00	ORDER01914	Bank Transfer	198	Yes	2	Standard	15.00%	$290.60 	$210 	5	4	$15.70 	
Books	UK	1349	4/22/2023 0:00	ORDER01930	Bank Transfer	185	Yes	2	Standard	31.00%	$546.10 	$557 	7	4	$44.60 	
Books	UK	6098	1/18/2023 0:00	ORDER04965	Bank Transfer	80	Yes	3	Standard	22.00%	$232.70 	$85 	4	0	$3.90 	
Books	UK	6889	2/21/2023 0:00	ORDER03657	Bank Transfer	26	Yes	3	Standard	27.00%	$443.20 	$680 	9	0	$15.50 	
Books	UK	3120	4/14/2023 0:00	ORDER04333	Bank Transfer	697	Yes	3	Standard	17.00%	$671.60 	$487 	3	3	$20.70 	
Books	UK	1632	7/16/2023 0:00	ORDER08422	Bank Transfer	999	Yes	4	Standard	11.00%	$576.10 	$316 	5	2	$37.70 	
Books	UK	9840	1/21/2023 0:00	ORDER05688	Bank Transfer	210	Yes	4	Standard	26.00%	$764.50 	"$1,587 "	10	2	$45.80 	
Books	UK	9026	8/16/2023 0:00	ORDER08025	Bank Transfer	609	Yes	4	Standard	36.00%	$554.30 	"$1,028 "	10	3	$27.20 	
Books	UK	8439	3/3/2023 0:00	ORDER01777	Bank Transfer	43	Yes	4	Standard	21.00%	$925.70 	$721 	4	5	$9.80 	
Books	UK	8160	6/27/2023 0:00	ORDER07386	Bank Transfer	583	Yes	4	Standard	13.00%	$399.70 	$491 	6	5	$44.10 	
Books	UK	6612	6/1/2023 0:00	ORDER02493	Bank Transfer	680	Yes	5	Standard	38.00%	$883.70 	$643 	4	1	$29.40 	
Books	UK	6647	3/12/2023 0:00	ORDER03256	Bank Transfer	574	Yes	5	Standard	34.00%	$728.10 	$805 	9	2	$8.20 	
Books	UK	8434	12/18/2023 0:00	ORDER03143	Bank Transfer	421	Yes	5	Standard	37.00%	$95.80 	$50 	5	4	$16.60 	
Books	UK	7145	1/21/2023 0:00	ORDER01772	Bank Transfer	789	Yes	5	Standard	28.00%	$832.60 	$352 	2	5	$29.90 	
Books	UK	2454	2/21/2023 0:00	ORDER05374	Bank Transfer	885	Yes	5	Standard	29.00%	$132.40 	$187 	10	5	$40.70 	
Books	USA	8419	9/22/2023 0:00	ORDER08004	Bank Transfer	554	Yes	1	Standard	36.00%	$136.30 	$78 	5	3	$34.60 	
Books	USA	8324	3/18/2023 0:00	ORDER02908	Bank Transfer	158	Yes	1	Standard	22.00%	$655.40 	$248 	3	5	$38.80 	
Books	USA	9119	8/12/2023 0:00	ORDER08992	Bank Transfer	77	Yes	1	Standard	23.00%	$382.00 	$204 	4	5	$20.50 	
Books	USA	1300	8/9/2023 0:00	ORDER02920	Bank Transfer	863	Yes	2	Standard	10.00%	$817.90 	"$1,391 "	7	1	$14.00 	
Books	USA	9764	3/15/2023 0:00	ORDER03362	Bank Transfer	426	Yes	2	Standard	31.00%	$845.20 	$690 	6	2	$20.10 	
Books	USA	1951	12/4/2023 0:00	ORDER04200	Bank Transfer	426	Yes	2	Standard	29.00%	$94.20 	$85 	9	3	$28.60 	
Books	USA	6388	6/11/2023 0:00	ORDER04768	Bank Transfer	940	Yes	2	Standard	13.00%	$418.50 	$93 	2	4	$8.40 	
Books	USA	6623	1/24/2023 0:00	ORDER07640	Bank Transfer	609	Yes	2	Standard	7.00%	$582.70 	$808 	8	5	$5.20 	
Books	USA	4904	4/19/2023 0:00	ORDER09102	Bank Transfer	590	Yes	3	Standard	24.00%	$477.00 	$226 	5	3	$41.90 	
Books	USA	5416	11/13/2023 0:00	ORDER02455	Bank Transfer	884	Yes	4	Standard	38.00%	$690.90 	$122 	2	1	$24.30 	
Books	USA	9261	7/26/2023 0:00	ORDER01685	Bank Transfer	338	Yes	4	Standard	18.00%	$153.60 	$23 	1	4	$6.10 	
Books	USA	8029	6/6/2023 0:00	ORDER06480	Bank Transfer	331	Yes	5	Standard	30.00%	$412.00 	$240 	5	0	$39.80 	
Books	USA	7546	8/6/2023 0:00	ORDER04501	Bank Transfer	220	Yes	5	Standard	7.00%	$936.90 	$911 	6	0	$14.80 	
Books	USA	9063	9/3/2023 0:00	ORDER08359	Bank Transfer	416	Yes	5	Standard	31.00%	$741.40 	"$1,198 "	9	0	$8.70 	
Clothing	Canada	1046	10/20/2023 0:00	ORDER05526	Bank Transfer	2	Yes	1	Standard	13.00%	$227.60 	$148 	4	1	$20.40 	
Clothing	Canada	8257	1/9/2023 0:00	ORDER07626	Bank Transfer	481	Yes	1	Standard	23.00%	$111.90 	$210 	9	3	$20.10 	
Clothing	Canada	5770	1/1/2023 0:00	ORDER08838	Bank Transfer	346	Yes	1	Standard	23.00%	$538.80 	$748 	10	3	$46.60 	
Clothing	Canada	6260	10/5/2023 0:00	ORDER09977	Bank Transfer	365	Yes	1	Standard	27.00%	$286.30 	$112 	5	5	$34.80 	
Clothing	Canada	2398	10/21/2023 0:00	ORDER01487	Bank Transfer	827	Yes	2	Standard	16.00%	$119.30 	$44 	3	0	$12.10 	
Clothing	Canada	5126	4/25/2023 0:00	ORDER02375	Bank Transfer	463	Yes	2	Standard	28.00%	$530.60 	$298 	3	1	$47.10 	
Clothing	Canada	2528	4/11/2023 0:00	ORDER01597	Bank Transfer	82	Yes	2	Standard	23.00%	$525.90 	$494 	8	2	$18.40 	
Clothing	Canada	8532	11/15/2023 0:00	ORDER03749	Bank Transfer	424	Yes	3	Standard	32.00%	$933.70 	$606 	6	0	$20.30 	
Clothing	Canada	2585	8/16/2023 0:00	ORDER08435	Bank Transfer	719	Yes	3	Standard	38.00%	$919.60 	$589 	5	3	$36.40 	
Clothing	Canada	6311	4/12/2023 0:00	ORDER04519	Bank Transfer	730	Yes	3	Standard	34.00%	$722.20 	$448 	4	4	$37.10 	
Clothing	Canada	3796	3/9/2023 0:00	ORDER08829	Bank Transfer	863	Yes	3	Standard	13.00%	$618.70 	$346 	3	5	$11.60 	
Clothing	Canada	9826	10/7/2023 0:00	ORDER05820	Bank Transfer	121	Yes	3	Standard	33.00%	$485.40 	$427 	5	5	$4.40 	
Clothing	Canada	6343	6/24/2023 0:00	ORDER05279	Bank Transfer	327	Yes	3	Standard	6.00%	$158.70 	$226 	6	5	$34.00 	
Clothing	Canada	5845	12/20/2023 0:00	ORDER04316	Bank Transfer	108	Yes	3	Standard	8.00%	$50.90 	$95 	7	5	$8.60 	
Clothing	Canada	1266	12/3/2023 0:00	ORDER01156	Bank Transfer	799	Yes	4	Standard	11.00%	$893.60 	$389 	2	1	$42.40 	
Clothing	Canada	2795	3/1/2023 0:00	ORDER05684	Bank Transfer	990	Yes	4	Standard	28.00%	$851.10 	$539 	7	4	$10.40 	
Clothing	Canada	3426	9/13/2023 0:00	ORDER04352	Bank Transfer	132	Yes	4	Standard	23.00%	$591.50 	$381 	6	5	$7.40 	
Clothing	Canada	9749	1/10/2023 0:00	ORDER02594	Bank Transfer	170	Yes	5	Standard	10.00%	$172.50 	$148 	5	3	$15.40 	
Clothing	Canada	7920	5/9/2023 0:00	ORDER02748	Bank Transfer	377	Yes	5	Standard	29.00%	$93.80 	$96 	7	3	$22.30 	
Clothing	Canada	3787	4/21/2023 0:00	ORDER09266	Bank Transfer	817	Yes	5	Standard	34.00%	$400.20 	$95 	2	4	$25.30 	
Clothing	France	6472	12/3/2023 0:00	ORDER08036	Bank Transfer	413	Yes	1	Standard	28.00%	$228.90 	$52 	3	4	$44.70 	
Clothing	France	3290	1/17/2023 0:00	ORDER08587	Bank Transfer	355	Yes	1	Standard	27.00%	$448.10 	$561 	7	5	$15.50 	
Clothing	France	4155	3/15/2023 0:00	ORDER07097	Bank Transfer	726	Yes	2	Standard	28.00%	$116.40 	$145 	9	1	$42.30 	
Clothing	France	6571	1/5/2023 0:00	ORDER07996	Bank Transfer	450	Yes	2	Standard	9.00%	$27.80 	$12 	3	4	$36.80 	
Clothing	France	1475	6/8/2023 0:00	ORDER02402	Bank Transfer	754	Yes	2	Standard	27.00%	$16.90 	$25 	10	5	$42.80 	
Clothing	France	1420	8/8/2023 0:00	ORDER07006	Bank Transfer	784	Yes	3	Standard	20.00%	$542.40 	$462 	4	4	$20.90 	
Clothing	France	4118	2/11/2023 0:00	ORDER04609	Bank Transfer	903	Yes	3	Standard	21.00%	$730.20 	$801 	10	5	$31.40 	
Clothing	France	7722	6/28/2023 0:00	ORDER08677	Bank Transfer	955	Yes	4	Standard	28.00%	$157.10 	$177 	6	0	$7.60 	
Clothing	France	1453	10/7/2023 0:00	ORDER05294	Bank Transfer	926	Yes	4	Standard	16.00%	$783.50 	$116 	1	3	$43.10 	
Clothing	France	3567	7/3/2023 0:00	ORDER01574	Bank Transfer	244	Yes	4	Standard	22.00%	$700.00 	"$1,020 "	10	3	$41.10 	
Clothing	France	2348	3/26/2023 0:00	ORDER08453	Bank Transfer	180	Yes	5	Standard	31.00%	$91.40 	$31 	2	1	$49.00 	
Clothing	France	1741	4/1/2023 0:00	ORDER01477	Bank Transfer	339	Yes	5	Standard	35.00%	$747.90 	$463 	6	3	$40.70 	
Clothing	France	2970	1/15/2023 0:00	ORDER02254	Bank Transfer	719	Yes	5	Standard	18.00%	$829.70 	"$1,316 "	7	4	$42.70 	
Clothing	Germany	3355	4/24/2023 0:00	ORDER06766	Bank Transfer	894	Yes	1	Standard	7.00%	$217.20 	$32 	1	1	$4.50 	
Clothing	Germany	3653	2/24/2023 0:00	ORDER06135	Bank Transfer	469	Yes	2	Standard	22.00%	$630.70 	$118 	2	2	$10.70 	
Clothing	Germany	9997	12/6/2023 0:00	ORDER05808	Bank Transfer	232	Yes	2	Standard	12.00%	$289.10 	$197 	6	3	$18.60 	
Clothing	Germany	8319	5/13/2023 0:00	ORDER07267	Bank Transfer	660	Yes	2	Standard	13.00%	$47.80 	$79 	7	3	$31.40 	
Clothing	Germany	3990	12/16/2023 0:00	ORDER09348	Bank Transfer	494	Yes	3	Standard	26.00%	$650.10 	$683 	8	1	$48.00 	
Clothing	Germany	7387	3/4/2023 0:00	ORDER05253	Bank Transfer	228	Yes	3	Standard	10.00%	$758.20 	"$1,301 "	9	2	$46.00 	
Clothing	Germany	1417	7/6/2023 0:00	ORDER09443	Bank Transfer	571	Yes	3	Standard	38.00%	$879.00 	$483 	6	4	$33.00 	
Clothing	Germany	4395	8/3/2023 0:00	ORDER01638	Bank Transfer	166	Yes	3	Standard	5.00%	$421.60 	$340 	4	5	$9.90 	
Clothing	Germany	8586	5/28/2023 0:00	ORDER05489	Bank Transfer	715	Yes	3	Standard	11.00%	$848.00 	"$1,280 "	10	5	$19.10 	
Clothing	Germany	4808	5/23/2023 0:00	ORDER08930	Bank Transfer	731	Yes	4	Standard	36.00%	$411.10 	$396 	10	1	$5.00 	
Clothing	Germany	9111	11/3/2023 0:00	ORDER08123	Bank Transfer	76	Yes	4	Standard	37.00%	$104.80 	$63 	5	3	$15.90 	
Clothing	Germany	5503	9/22/2023 0:00	ORDER04140	Bank Transfer	472	Yes	4	Standard	21.00%	$772.70 	$578 	7	3	$33.00 	
Clothing	Germany	9842	8/12/2023 0:00	ORDER07612	Bank Transfer	591	Yes	4	Standard	6.00%	$154.50 	$130 	7	4	$2.40 	
Clothing	Germany	3399	10/7/2023 0:00	ORDER01892	Bank Transfer	483	Yes	5	Standard	36.00%	$254.50 	$369 	9	2	$41.40 	
Clothing	Germany	9043	1/19/2023 0:00	ORDER09335	Bank Transfer	418	Yes	5	Standard	40.00%	$516.90 	$318 	10	2	$44.50 	
Clothing	UK	7419	5/15/2023 0:00	ORDER03368	Bank Transfer	76	Yes	1	Standard	16.00%	$918.10 	$104 	1	3	$10.00 	
Clothing	UK	9408	3/3/2023 0:00	ORDER06023	Bank Transfer	890	Yes	2	Standard	34.00%	$316.50 	$290 	10	2	$11.60 	
Clothing	UK	3596	6/19/2023 0:00	ORDER02183	Bank Transfer	342	Yes	2	Standard	33.00%	$234.90 	$147 	4	3	$43.40 	
Clothing	UK	5488	9/6/2023 0:00	ORDER04890	Bank Transfer	693	Yes	2	Standard	27.00%	$497.10 	$517 	5	3	$21.00 	
Clothing	UK	1949	2/8/2023 0:00	ORDER06832	Bank Transfer	378	Yes	3	Standard	16.00%	$840.50 	$933 	6	0	$30.80 	
Clothing	UK	1691	6/25/2023 0:00	ORDER05424	Bank Transfer	802	Yes	3	Standard	21.00%	$28.80 	$55 	10	0	$16.80 	
